Unnamed: 0,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
11122,-117.92,33.84,45,2019,394.0,1549,377,4.6111,<1H OCEAN,195443.0
5051,-118.34,34.01,35,1359,359.0,655,341,2.5568,<1H OCEAN,178360.01
13991,-117.08,34.96,28,1777,307.0,721,259,3.6343,INLAND,74632.0
15405,-117.24,33.23,21,1718,308.0,1194,312,3.4359,<1H OCEAN,174951.01
6591,-118.19,34.19,34,2061,260.0,825,254,15.0001,<1H OCEAN,499705.98
2540,-124.16,40.79,52,1264,277.0,591,284,1.7778,NEAR OCEAN,69444.0
5011,-118.33,34.01,43,2227,564.0,956,472,2.0217,<1H OCEAN,170116.0
13735,-117.2,34.04,24,1587,222.0,676,234,6.0715,INLAND,160282.0
10980,-117.84,33.77,26,3350,581.0,1314,550,3.5195,<1H OCEAN,227047.0
3115,-117.66,35.6,14,1740,391.0,850,317,2.5812,INLAND,84068.0
4430,-118.22,34.08,34,1709,562.0,2105,503,1.9704,<1H OCEAN,156455.01
3866,-118.46,34.17,24,2814,675.0,1463,620,4.1875,<1H OCEAN,253162.0
17,-122.27,37.85,52,1228,293.0,648,303,2.1202,NEAR BAY,145213.0
8602,-118.38,33.87,27,2287,491.0,1101,466,4.675,<1H OCEAN,373606.01
14547,-117.25,32.94,16,4755,807.0,1829,756,6.7694,NEAR OCEAN,350868.02
16963,-122.31,37.54,46,2444,397.0,952,402,4.75,NEAR OCEAN,365483.12
2115,-119.72,36.76,23,6403,,3573,1260,2.3006,INLAND,75084.0
7089,-118.0,33.94,37,903,158.0,444,158,3.75,<1H OCEAN,184418.0
11739,-121.15,38.89,20,2024,313.0,879,309,5.2903,INLAND,199100.0
18176,-122.0,37.36,19,2237,433.0,1158,426,6.7718,<1H OCEAN,327950.0
1341,-121.9,38.01,16,2604,454.0,1696,481,4.6628,INLAND,163816.0
19242,-122.78,38.52,23,2511,549.0,1052,527,2.4922,<1H OCEAN,172012.0
13696,-117.2,34.13,14,3998,711.0,1509,665,3.4138,INLAND,110454.0
9141,-118.13,34.44,10,2726,465.0,1773,459,4.8295,INLAND,236408.0
4083,-118.38,34.15,36,2933,619.0,1115,579,4.3036,<1H OCEAN,407950.14
20451,-118.9,34.26,5,25187,3521.0,11956,3478,6.9712,<1H OCEAN,346428.05
17753,-121.82,37.35,24,2298,575.0,2409,569,3.4509,<1H OCEAN,184543.0
2373,-119.57,36.7,30,2370,412.0,1248,410,3.1442,INLAND,89314.0
3560,-118.59,34.25,15,9716,2387.0,4992,2225,3.6231,<1H OCEAN,224540.0
13794,-117.5,34.66,20,1319,309.0,486,196,2.0184,INLAND,97811.99
18105,-122.04,37.3,25,3807,600.0,1678,600,6.6818,<1H OCEAN,353210.08
10986,-117.83,33.75,34,2660,601.0,1475,567,3.4152,<1H OCEAN,183256.0
12206,-117.05,33.52,5,3471,530.0,1541,502,4.8083,<1H OCEAN,230196.0
12376,-116.33,33.75,5,19107,3923.0,2880,1376,4.036,INLAND,160023.04
20130,-118.92,34.4,23,1290,283.0,1060,279,3.3152,<1H OCEAN,186621.0
5906,-118.43,34.3,28,271,61.0,246,62,1.7062,<1H OCEAN,198400.05
1935,-120.99,38.67,8,4913,744.0,2005,723,5.4413,INLAND,208206.0
2146,-119.77,36.77,38,3065,658.0,1441,625,2.0564,INLAND,66529.0
1960,-120.67,38.76,35,2104,403.0,1060,400,2.1682,INLAND,98155.0
1597,-122.11,37.89,32,2372,516.0,1067,492,4.3235,NEAR BAY,274900.0
11801,-121.28,38.9,31,1297,259.0,765,240,2.7656,INLAND,98128.0
15433,-117.25,33.2,10,2050,473.0,1302,471,2.7961,<1H OCEAN,142307.0
11982,-117.47,33.98,8,12106,1913.0,5810,1717,4.9886,INLAND,162199.0
7799,-118.08,33.9,42,1768,372.0,1155,368,3.558,<1H OCEAN,178077.0
8785,-118.32,33.79,21,6638,1634.0,3240,1568,3.6797,<1H OCEAN,333625.0
18845,-122.38,41.54,14,4453,797.0,1817,685,2.7468,INLAND,94205.0
4951,-118.31,34.02,41,1046,216.0,727,201,1.6667,<1H OCEAN,132540.0
5934,-117.84,34.13,26,3773,694.0,2103,688,4.6937,INLAND,216682.0
13276,-117.63,34.09,8,3557,890.0,2251,765,2.6818,INLAND,119848.0
10377,-117.64,33.63,10,4814,643.0,1808,588,8.798,<1H OCEAN,379992.07
17015,-122.28,37.52,27,2958,655.0,1285,577,4.0801,NEAR OCEAN,329175.0
19295,-122.78,38.37,21,795,163.0,414,162,3.7991,<1H OCEAN,208523.0
2166,-119.83,36.77,23,2168,503.0,1190,425,2.625,INLAND,72615.0
13894,-116.35,34.13,9,1969,406.0,805,349,1.5491,INLAND,72703.0
12337,-116.52,33.84,17,4465,859.0,853,445,3.6875,INLAND,135276.0
1941,-120.97,38.65,9,3707,602.0,1601,555,4.0714,INLAND,176402.0
15675,-122.43,37.8,52,3172,848.0,1259,806,4.1047,NEAR BAY,488572.8
7698,-118.12,33.96,38,2105,348.0,956,350,4.4125,<1H OCEAN,239379.0
2428,-119.52,36.61,33,1225,275.0,1065,248,1.8958,INLAND,60040.0
15064,-116.96,32.79,35,1081,266.0,691,259,2.6324,<1H OCEAN,154268.0
1180,-121.54,39.47,14,1724,315.0,939,302,2.4952,INLAND,91780.0
9781,-121.13,36.2,16,1868,443.0,1323,436,2.9559,<1H OCEAN,168820.0
12704,-121.41,38.58,18,6955,1882.0,2803,1740,3.089,INLAND,135392.0
7998,-118.16,33.85,36,1979,339.0,952,339,4.0815,<1H OCEAN,217468.0
12465,-121.43,38.57,46,2443,476.0,939,457,3.5893,INLAND,137507.0
4644,-118.31,34.06,24,1336,453.0,1268,426,2.8202,<1H OCEAN,250744.03
10018,-121.2,39.23,9,2802,447.0,955,418,5.2359,INLAND,184116.0
10927,-117.89,33.74,34,1759,353.0,2083,330,3.2292,<1H OCEAN,166339.0
9885,-121.77,36.71,18,6601,1395.0,3562,1299,3.512,<1H OCEAN,217433.01
6983,-118.02,33.96,36,2002,361.0,913,311,4.5446,<1H OCEAN,221869.01
12945,-121.27,38.65,33,1984,289.0,842,276,5.2949,INLAND,195300.0
26,-122.28,37.85,49,1130,244.0,607,239,2.4597,NEAR BAY,136388.0
8840,-118.38,34.08,48,1226,288.0,370,264,3.9375,<1H OCEAN,400127.17
17961,-121.98,37.31,28,3840,629.0,1883,662,6.4095,<1H OCEAN,339209.05
12311,-116.72,33.56,13,3166,682.0,1250,475,2.355,INLAND,135477.0
7093,-118.0,33.92,26,2830,399.0,1204,404,6.1273,<1H OCEAN,289709.0
7457,-118.17,33.91,39,1157,273.0,877,305,3.1087,<1H OCEAN,147824.0
15209,-117.08,33.01,5,5659,931.0,2565,902,6.1949,<1H OCEAN,273410.0
18591,-122.13,36.97,27,991,194.0,543,155,4.7188,NEAR OCEAN,268937.05
11988,-117.51,34.0,36,3791,746.0,2258,672,3.2067,INLAND,125858.0
3501,-118.46,34.27,28,1865,463.0,1182,440,2.6193,<1H OCEAN,175187.0
20074,-120.26,38.13,17,301,94.0,122,47,4.0583,INLAND,144711.0
3502,-118.44,34.27,36,1111,275.0,1333,266,3.5347,<1H OCEAN,153102.0
14477,-117.21,32.85,15,2593,521.0,901,456,4.2065,NEAR OCEAN,223098.0
19343,-122.86,38.62,35,2597,522.0,1231,499,2.7432,<1H OCEAN,177707.0
136,-122.19,37.83,29,1791,271.0,661,269,6.8538,NEAR BAY,369726.11
19506,-121.03,37.63,5,2881,584.0,1490,570,3.0398,INLAND,133434.0
8680,-118.33,33.88,36,1271,346.0,811,345,3.2417,<1H OCEAN,235888.0
2347,-119.68,36.8,7,2855,518.0,1748,498,4.2066,INLAND,99637.0
14345,-117.2,32.76,40,581,157.0,298,156,2.4,NEAR OCEAN,235548.1
5451,-118.46,34.01,43,513,98.0,266,103,5.6428,<1H OCEAN,319445.07
5932,-117.83,34.15,20,2421,306.0,1023,298,8.0683,INLAND,356184.01
13631,-117.33,34.07,32,2086,458.0,1355,412,2.5238,INLAND,90366.0
20072,-120.37,37.98,29,2508,591.0,1112,550,1.6021,INLAND,103056.0
14671,-117.09,32.81,7,6100,1185.0,2710,1040,5.5673,NEAR OCEAN,235412.0
362,-122.12,37.75,28,794,111.0,329,109,7.6923,NEAR BAY,372246.19
10742,-117.91,33.61,38,1232,178.0,410,171,11.075,<1H OCEAN,498933.94
3257,-120.0,35.91,16,259,53.0,131,38,3.125,INLAND,79908.0
3719,-118.42,34.19,34,2622,572.0,1997,573,3.338,<1H OCEAN,216397.0
3360,-120.71,40.36,19,4462,828.0,2229,777,3.5536,INLAND,110189.0
9585,-120.48,37.32,13,3641,897.0,1737,788,2.1418,INLAND,97184.0
2614,-124.16,40.95,20,1075,214.0,529,196,3.1406,NEAR OCEAN,117968.0
3660,-118.4,34.22,36,2557,540.0,1556,491,3.6591,<1H OCEAN,193101.0
14830,-117.1,32.67,22,1690,541.0,1669,494,2.0213,NEAR OCEAN,98444.0
4398,-118.28,34.08,42,1618,522.0,1454,440,3.1607,<1H OCEAN,221030.0
8219,-118.21,33.79,33,32,18.0,96,36,4.5938,NEAR OCEAN,228415.03
13582,-117.29,34.12,40,2198,612.0,1517,531,1.0951,INLAND,75918.0
7543,-118.21,33.9,41,941,233.0,973,253,1.9583,<1H OCEAN,124644.0
6494,-118.01,34.08,35,1852,358.0,1414,347,4.275,INLAND,223901.0
16837,-122.48,37.59,29,5889,959.0,2784,923,5.3991,NEAR OCEAN,297494.0
4283,-118.32,34.09,34,1478,675.0,1976,653,2.0557,<1H OCEAN,214514.0
15939,-122.41,37.73,33,2789,567.0,1682,552,3.8643,NEAR BAY,248270.0
14931,-116.97,32.65,4,16450,2833.0,7985,2683,5.6631,NEAR OCEAN,249663.01
517,-122.23,37.82,52,1611,203.0,556,179,8.7477,NEAR BAY,441788.22
9009,-118.6,34.07,16,319,59.0,149,64,4.625,<1H OCEAN,373705.28
10655,-117.82,33.67,15,1010,274.0,649,261,2.5197,<1H OCEAN,176603.0
16100,-122.51,37.76,43,2527,619.0,1332,558,3.0465,NEAR OCEAN,312017.0
17979,-121.95,37.32,33,726,168.0,351,147,3.1458,<1H OCEAN,250377.0
20507,-121.52,38.59,35,6418,1545.0,3814,1496,1.6647,INLAND,94268.0
4931,-118.25,33.99,39,1274,319.0,1362,324,2.1793,<1H OCEAN,110813.0
3084,-118.47,35.72,18,4754,1075.0,1366,690,2.0694,INLAND,80676.99
674,-122.16,37.68,16,1687,348.0,568,352,2.3869,NEAR BAY,182572.0
6098,-117.87,34.11,34,1324,211.0,799,228,4.5234,<1H OCEAN,181625.0
2389,-119.48,37.0,16,2904,551.0,1467,509,3.1736,INLAND,107917.0
14860,-117.08,32.64,11,1651,533.0,947,515,1.6806,NEAR OCEAN,107964.0
11909,-117.41,33.96,32,2837,617.0,1393,595,2.3798,INLAND,109752.0
2635,-124.16,40.6,39,1322,283.0,642,292,2.4519,NEAR OCEAN,80220.0
7638,-118.29,33.81,19,7023,1538.0,3993,1412,5.0532,<1H OCEAN,288850.01
18389,-121.88,37.24,14,7174,950.0,2782,899,8.3065,<1H OCEAN,419496.01
18871,-122.21,38.09,37,4368,779.0,2083,741,3.8667,NEAR BAY,142899.0
19717,-121.67,39.26,29,3041,683.0,2106,687,1.6315,INLAND,66691.0
9764,-121.7,36.48,19,2150,479.0,1052,428,3.5039,<1H OCEAN,228340.01
2586,-124.09,40.88,50,921,187.0,420,187,2.2188,NEAR OCEAN,81561.0
17179,-122.44,37.52,16,7077,1179.0,3502,1148,5.9919,NEAR OCEAN,378007.09
10492,-117.68,33.49,18,4173,625.0,1649,634,6.3568,<1H OCEAN,294737.0
6883,-118.09,34.06,38,3230,840.0,3485,827,2.629,<1H OCEAN,173648.0
9598,-120.48,37.31,42,2361,512.0,1684,511,2.355,INLAND,82952.0
18841,-122.56,41.53,29,1729,355.0,848,328,2.2024,INLAND,62397.0
10495,-117.66,33.51,18,2626,,1302,522,4.0167,<1H OCEAN,217211.0
13039,-121.15,38.68,6,9798,1551.0,4583,1494,5.0159,INLAND,185793.0
8136,-118.13,33.82,44,1785,307.0,779,291,4.3056,<1H OCEAN,255517.0
5212,-118.28,33.93,45,529,112.0,448,120,3.5833,<1H OCEAN,143053.0
14646,-117.19,32.77,16,3273,670.0,1305,671,4.1368,NEAR OCEAN,229754.0
16383,-121.29,38.01,2,6403,1116.0,3327,957,4.4871,INLAND,160385.0
10902,-117.86,33.75,5,187,49.0,207,51,1.8,<1H OCEAN,313629.34
19319,-122.98,38.44,29,4450,939.0,1328,590,3.1,<1H OCEAN,171725.0
1972,-120.54,38.75,9,3006,540.0,1102,418,3.9812,INLAND,136981.0
11629,-118.08,33.81,21,1189,281.0,577,264,3.3155,<1H OCEAN,232098.0
79,-122.28,37.8,38,684,176.0,344,155,2.0114,NEAR BAY,129851.01
8098,-118.22,33.81,38,1486,359.0,1345,326,3.3988,NEAR OCEAN,161349.0
9769,-121.32,36.43,22,2927,637.0,2546,618,2.7153,<1H OCEAN,130490.0
6312,-117.98,34.02,32,2945,651.0,2044,652,3.1979,<1H OCEAN,176758.0
12496,-121.45,38.57,52,2006,412.0,825,384,3.2963,INLAND,146654.0
2870,-118.95,35.37,34,1672,359.0,1059,349,2.1588,INLAND,61382.0
12010,-117.55,33.9,21,1839,324.0,871,307,3.4459,INLAND,144845.0
9848,-121.91,36.59,17,5039,833.0,1678,710,6.2323,NEAR OCEAN,393665.15
8115,-118.2,33.8,42,4577,1146.0,2749,1094,2.5012,NEAR OCEAN,180012.0
9385,-122.47,37.89,23,10774,1736.0,3895,1683,7.2905,NEAR BAY,393185.05
318,-122.19,37.76,38,1493,370.0,1144,351,0.7683,NEAR BAY,91822.0
4731,-118.36,34.04,49,995,184.0,462,194,2.7917,<1H OCEAN,209633.03
399,-122.29,37.89,52,2269,380.0,1004,371,5.1696,NEAR BAY,297700.0
15218,-117.12,32.96,15,2869,405.0,1526,402,6.0175,<1H OCEAN,256887.0
9721,-121.68,36.9,13,833,130.0,405,127,5.2729,<1H OCEAN,287291.01
3692,-118.36,34.21,41,337,65.0,198,50,1.8929,<1H OCEAN,210136.05
1750,-122.32,37.95,35,1612,354.0,887,331,2.5769,NEAR BAY,121323.0
10970,-117.86,33.77,39,4159,655.0,1669,651,4.6111,<1H OCEAN,227576.01
15534,-117.11,33.14,10,3208,636.0,1395,582,3.4455,<1H OCEAN,170739.0
6306,-117.89,33.99,22,3272,618.0,1784,591,4.0324,<1H OCEAN,195911.0
7825,-118.14,33.91,37,932,171.0,578,175,4.375,<1H OCEAN,190738.0
3137,-117.65,35.0,36,1184,316.0,672,241,1.9107,INLAND,65362.98
6794,-118.14,34.09,38,1745,457.0,1547,460,2.85,<1H OCEAN,196767.0
5812,-118.26,34.13,37,196,74.0,194,68,1.2188,<1H OCEAN,231160.07
10267,-117.85,33.89,24,3326,503.0,1616,494,5.7457,<1H OCEAN,270913.0
11342,-117.93,33.76,17,3341,803.0,3381,825,3.371,<1H OCEAN,182929.0
16927,-122.33,37.58,43,1772,422.0,1573,401,2.7474,NEAR OCEAN,278168.01
8451,-118.35,33.91,28,2108,534.0,1485,536,4.0775,<1H OCEAN,252878.0
9644,-120.87,37.07,26,2036,401.0,1343,414,3.6331,INLAND,195116.0
6233,-117.95,34.07,37,1375,260.0,951,272,3.2083,<1H OCEAN,171395.0
986,-121.85,37.72,43,228,40.0,83,42,10.3203,INLAND,466595.64
6965,-118.06,33.99,46,1203,219.0,637,211,3.3611,<1H OCEAN,185747.0
12795,-121.46,38.63,26,3185,658.0,2444,626,1.56,INLAND,69338.0
9013,-118.67,34.16,17,16544,2206.0,6214,2118,9.1228,<1H OCEAN,474025.61
9262,-120.04,36.96,23,2126,506.0,2091,491,1.3713,INLAND,56794.0
1450,-121.95,37.96,18,2739,393.0,1072,374,6.1436,INLAND,218269.0
286,-122.18,37.78,43,1985,440.0,1085,407,3.4205,NEAR BAY,176335.0
15288,-117.31,33.1,15,2392,446.0,747,421,3.5341,NEAR OCEAN,192052.03
11542,-118.02,33.75,26,2989,479.0,1596,475,5.7157,<1H OCEAN,247494.0
20468,-118.71,34.27,26,990,223.0,719,232,3.163,<1H OCEAN,213212.0
4994,-118.29,33.99,46,2608,636.0,1766,596,1.5846,<1H OCEAN,107056.0
3499,-118.45,34.27,35,1579,300.0,1012,265,5.1296,<1H OCEAN,218885.0
10347,-117.66,33.61,21,1932,266.0,860,286,7.1497,<1H OCEAN,292736.0
13471,-117.38,34.08,11,5684,1139.0,3095,1036,3.6875,INLAND,122205.0
1982,-120.81,38.67,14,8396,1578.0,3952,1474,3.0565,INLAND,127980.0
248,-122.22,37.78,50,1776,473.0,1807,440,1.7276,NEAR BAY,120952.0
5666,-118.29,33.72,25,2469,584.0,1253,535,3.1932,NEAR OCEAN,254055.0
2974,-119.1,35.33,4,6640,898.0,3121,902,6.759,INLAND,244354.0
15204,-117.08,32.91,9,1547,218.0,683,231,7.5604,<1H OCEAN,344819.11
10938,-117.89,33.74,33,619,139.0,1217,146,4.6875,<1H OCEAN,178765.0
20163,-119.31,34.44,5,403,48.0,208,54,12.632,NEAR OCEAN,484095.7
18108,-122.0,37.31,28,3811,585.0,1795,581,7.8383,<1H OCEAN,438975.33
17420,-120.46,34.64,16,686,217.0,614,200,0.8106,NEAR OCEAN,203262.1
10010,-121.12,39.2,9,1431,254.0,681,221,3.045,INLAND,138003.0
8111,-118.2,33.79,48,2105,592.0,1807,539,2.7183,NEAR OCEAN,169763.0
20455,-118.77,34.27,7,3074,794.0,1816,654,2.7137,<1H OCEAN,226569.09
114,-122.25,37.83,35,1613,428.0,675,422,3.4722,NEAR BAY,241914.02
15722,-122.46,37.78,47,1682,379.0,837,375,5.2806,NEAR BAY,370293.14
18561,-122.04,36.95,27,1987,374.0,961,343,3.9667,NEAR OCEAN,250008.0
6417,-117.99,34.15,44,2492,611.0,1951,596,3.1304,INLAND,180814.0
3152,-118.46,35.13,19,3109,640.0,1457,620,2.6417,INLAND,84858.0
4351,-118.36,34.1,36,2963,838.0,1129,745,2.5588,<1H OCEAN,304960.06
3772,-118.42,34.15,27,2795,602.0,1073,535,5.1496,<1H OCEAN,449310.46
5964,-117.81,34.08,13,18448,2474.0,7775,2397,7.7876,INLAND,311774.0
10368,-117.66,33.64,17,3173,501.0,1555,520,6.7079,<1H OCEAN,282427.0
8143,-118.11,33.83,36,1820,313.0,899,295,4.918,<1H OCEAN,227270.0
17842,-121.88,37.43,31,2573,474.0,1898,475,5.6651,<1H OCEAN,260176.0
6810,-118.1,34.1,34,2578,645.0,1628,617,2.34,<1H OCEAN,189061.0
3075,-119.23,35.77,36,3225,635.0,2034,593,2.4044,INLAND,66532.0
18343,-122.15,37.43,47,2600,490.0,1149,465,5.0203,NEAR BAY,362448.19
16854,-122.42,37.62,36,1017,165.0,407,159,4.8,NEAR OCEAN,313919.0
5415,-118.45,34.01,36,2424,418.0,1123,417,6.4755,<1H OCEAN,425558.19
4396,-118.27,34.08,43,962,253.0,658,244,3.2386,<1H OCEAN,209917.0
3414,-118.38,34.27,8,3248,847.0,2608,731,2.8214,<1H OCEAN,189395.06
832,-122.02,37.6,31,2155,522.0,1858,437,2.652,NEAR BAY,165584.0
5928,-117.8,34.1,13,2996,495.0,1187,464,6.2456,INLAND,237190.0
5374,-118.38,34.04,39,2614,569.0,1665,553,3.4063,<1H OCEAN,306670.04
10300,-117.83,33.93,14,1956,282.0,671,269,6.5841,<1H OCEAN,290521.0
10669,-117.86,33.62,23,3166,411.0,1092,345,7.9367,<1H OCEAN,352968.1
13734,-117.19,34.05,33,3007,498.0,1252,488,3.8816,INLAND,117106.0
10900,-117.84,33.74,25,1818,577.0,1426,532,3.2104,<1H OCEAN,166326.0
14417,-117.24,32.79,25,2135,691.0,566,320,2.6902,NEAR OCEAN,248045.0
18458,-121.8,37.23,18,2581,358.0,1284,377,6.7385,<1H OCEAN,325499.05
13786,-117.04,34.04,30,3474,735.0,1674,691,2.5863,INLAND,99935.0
3190,-119.8,36.29,7,479,84.0,327,103,5.1728,INLAND,177685.0
6124,-117.9,34.11,23,4776,1316.0,4797,1187,2.1667,<1H OCEAN,166271.0
11312,-117.95,33.77,38,1476,308.0,1114,309,4.1917,<1H OCEAN,192733.01
746,-122.09,37.67,39,2069,500.0,1408,478,3.1115,NEAR BAY,185565.0
5397,-118.42,34.03,45,1262,223.0,637,221,5.0866,<1H OCEAN,376801.07
11651,-118.05,33.85,25,2856,388.0,1212,362,6.1737,<1H OCEAN,315248.0
17728,-121.79,37.32,6,2850,561.0,2160,581,5.5336,<1H OCEAN,255009.0
7348,-118.16,33.97,39,1444,447.0,1890,416,2.1181,<1H OCEAN,159471.0
2743,-115.59,32.79,8,2183,307.0,1000,287,6.3814,INLAND,207877.0
10121,-117.93,33.93,37,1128,273.0,931,234,2.8,<1H OCEAN,165004.0
13875,-117.3,34.46,8,6246,1273.0,3883,1264,2.7917,INLAND,105443.0
10922,-117.9,33.73,30,746,172.0,1048,163,4.1,<1H OCEAN,167970.0
9305,-122.55,38.0,18,3119,803.0,1395,722,3.9265,NEAR BAY,239439.0
8243,-118.18,33.78,17,1419,436.0,1300,360,2.0769,NEAR OCEAN,149612.0
19962,-119.29,36.12,24,1248,226.0,641,200,2.4722,INLAND,68482.0
3091,-118.45,35.62,18,2304,527.0,782,390,1.4141,INLAND,72073.0
17737,-121.79,37.31,22,2199,361.0,1270,386,5.1149,<1H OCEAN,236036.0
3175,-119.83,36.37,25,1549,269.0,819,272,2.7159,INLAND,79663.0
15909,-122.42,37.74,52,1674,346.0,734,335,3.8864,NEAR BAY,268951.0
9489,-123.18,39.23,18,243,55.0,115,54,2.125,<1H OCEAN,154867.0
13008,-121.29,38.68,20,1881,378.0,921,360,1.8589,INLAND,87638.0
14451,-117.25,32.81,39,1846,350.0,765,329,3.9187,NEAR OCEAN,346967.05
11523,-118.05,33.73,25,2472,450.0,1301,467,5.0699,<1H OCEAN,246949.02
16992,-122.27,37.56,17,3211,847.0,1553,812,4.9434,NEAR BAY,333129.17
4655,-118.33,34.05,44,1574,390.0,1323,404,2.5284,<1H OCEAN,220727.0
12880,-121.39,38.64,33,1503,282.0,652,229,3.6937,INLAND,136546.0
4427,-118.25,34.07,16,719,225.0,801,218,2.3942,<1H OCEAN,197975.0
18310,-122.12,37.42,35,2445,533.0,1187,519,5.2803,NEAR BAY,357119.09
13729,-117.17,34.05,29,4007,700.0,1576,696,3.1801,INLAND,111352.0
12089,-117.33,33.87,14,2300,335.0,1001,311,5.1045,INLAND,175952.0
13640,-117.32,34.06,52,802,160.0,564,131,2.1591,INLAND,92224.0
16332,-121.34,38.03,20,4213,751.0,2071,714,4.4063,INLAND,143761.0
17178,-122.47,37.51,15,4974,764.0,2222,774,6.7606,NEAR OCEAN,401835.12
891,-121.94,37.54,27,3715,526.0,1631,538,6.2179,<1H OCEAN,307627.02
7850,-118.18,33.89,25,5896,1464.0,4149,1362,2.6742,<1H OCEAN,158482.0
14167,-117.05,32.77,33,3535,683.0,1568,672,2.8097,NEAR OCEAN,164261.0
6308,-118.01,34.05,37,682,172.0,813,173,3.8125,<1H OCEAN,164787.0
9526,-123.16,39.13,33,1320,303.0,1048,303,1.7813,<1H OCEAN,108520.0
16387,-121.27,38.02,32,342,58.0,138,52,2.9821,INLAND,126487.0
17479,-119.86,34.41,24,1576,580.0,1630,531,1.24,NEAR OCEAN,213177.01
7982,-118.18,33.87,44,2137,461.0,1126,439,3.4408,<1H OCEAN,168632.0
518,-122.24,37.82,52,3665,517.0,1470,520,6.155,NEAR BAY,386482.19
10773,-117.9,33.65,27,3310,598.0,1402,563,6.632,<1H OCEAN,385859.22
455,-122.26,37.88,52,2604,837.0,1798,769,1.725,NEAR BAY,220247.01
15713,-122.44,37.78,52,2695,657.0,1243,573,2.8569,NEAR BAY,342698.0
18444,-121.81,37.25,5,1975,520.0,861,440,4.4565,<1H OCEAN,261286.05
8002,-118.14,33.86,36,1774,348.0,934,333,4.8571,<1H OCEAN,214600.0
4434,-118.2,34.07,34,1765,551.0,2203,500,2.2708,<1H OCEAN,151018.0
2217,-119.83,36.83,14,2351,341.0,1128,363,6.9903,INLAND,226332.0
2770,-115.91,33.36,15,459,95.0,160,73,0.922,INLAND,53861.0
15052,-116.86,32.8,19,1747,291.0,848,290,4.875,<1H OCEAN,182016.0
10090,-117.97,33.93,31,1975,373.0,918,347,4.4107,<1H OCEAN,222314.0
3706,-118.39,34.19,23,1875,710.0,2555,657,2.0968,<1H OCEAN,181702.0
16947,-122.32,37.54,34,3661,692.0,1608,656,5.0774,NEAR OCEAN,331178.06
116,-122.25,37.83,28,5022,1750.0,2558,1661,2.4234,NEAR BAY,228875.01
6313,-117.98,34.02,33,3512,632.0,1971,598,4.4653,<1H OCEAN,193628.0
11289,-117.94,33.79,24,4179,784.0,1902,733,4.7986,<1H OCEAN,209203.0
11260,-117.99,33.8,25,3179,639.0,2526,623,3.3281,<1H OCEAN,186300.0
6188,-117.92,34.1,35,2994,603.0,1933,561,4.0052,<1H OCEAN,170270.0
11676,-118.0,33.85,33,2053,418.0,1154,405,4.0455,<1H OCEAN,205373.0
10834,-117.93,33.69,26,2822,473.0,1258,469,6.4441,<1H OCEAN,306226.03
4503,-118.2,34.05,40,1146,323.0,1354,321,1.9205,<1H OCEAN,136724.0
86,-122.27,37.81,40,880,451.0,582,380,0.977,NEAR BAY,146346.0
16380,-121.3,38.03,11,2866,654.0,1404,525,2.505,INLAND,115049.0
10914,-117.87,33.74,31,2338,652.0,3289,631,2.6734,<1H OCEAN,153967.0
15226,-117.24,33.05,15,3029,555.0,1559,546,5.3129,NEAR OCEAN,273045.01
11106,-117.9,33.85,31,3413,764.0,2326,728,4.325,<1H OCEAN,200702.0
16418,-121.27,37.87,34,1010,206.0,678,234,2.9531,INLAND,104461.0
5123,-118.31,33.96,47,2005,392.0,1134,415,3.7143,<1H OCEAN,148119.0
4376,-118.28,34.1,49,2843,880.0,2004,796,2.7875,<1H OCEAN,215170.0
1736,-122.32,37.97,33,1156,190.0,643,209,4.5,NEAR BAY,200205.0
12920,-121.31,38.66,26,1604,245.0,751,267,4.7381,INLAND,145869.0
16576,-121.43,37.75,41,1717,325.0,855,303,2.75,INLAND,114681.0
4228,-118.29,34.11,24,3696,1125.0,1685,1031,2.3789,<1H OCEAN,237772.0
19030,-122.02,38.38,16,808,137.0,371,145,6.0767,INLAND,223020.0
1653,-122.01,37.92,18,2808,337.0,1038,337,8.3956,NEAR BAY,395072.15
13584,-117.3,34.13,42,2115,557.0,1532,494,1.4531,INLAND,72635.0
3696,-118.37,34.21,33,2034,470.0,1990,423,3.7455,<1H OCEAN,175821.0
18683,-121.83,36.98,19,4431,705.0,1764,679,4.3321,<1H OCEAN,241819.0
1256,-121.96,39.3,39,701,130.0,271,89,2.1845,INLAND,74194.0
4853,-118.3,34.03,37,2781,766.0,2586,729,1.8564,<1H OCEAN,161078.0
4661,-118.3,34.05,44,1612,650.0,2028,593,1.9152,<1H OCEAN,207725.01
6488,-118.01,34.09,29,3402,747.0,2331,690,3.6094,INLAND,195651.0
15169,-117.06,33.01,24,2618,485.0,726,443,3.5192,<1H OCEAN,174631.0
9406,-122.53,37.88,36,2688,485.0,1064,449,4.4583,NEAR BAY,402243.07
12995,-121.24,38.68,20,1402,236.0,676,236,3.7426,INLAND,144196.0
6325,-117.95,34.0,34,2376,468.0,1858,449,4.1328,<1H OCEAN,172932.0
4404,-118.23,34.07,40,506,119.0,397,114,3.1944,<1H OCEAN,137444.0
10227,-117.89,33.87,32,1569,422.0,835,386,3.0465,<1H OCEAN,191168.0
610,-122.09,37.69,20,4296,817.0,1732,800,4.8036,NEAR BAY,238252.0
